2862.1761851242927,-9.223372036854776e+18,-9.223372036854776e+18,3169.2256959815913
3011.7644084293215,-9.223372036854776e+18,3011.764408293495,3334.9744198580574
3169.2256961131757,-9.223372036854776e+18,3169.2256959815913,3509.446760775003
3334.9744199853553,-9.223372036854776e+18,3334.9744198580574,3693.1018564714896
3509.4467608979617,-9.223372036854776e+18,3509.446760775003,3886.4230098307344
3693.1018565900667,-9.223372036854776e+18,3693.1018564714896,4089.9189607298267
3886.423009944881,-9.223372036854776e+18,3886.4230098307344,4304.125224828836
4089.9189608394754,-9.223372036854776e+18,4089.9189607298267,4529.605502822583
4304.12522493391,-9.223372036854776e+18,4304.125224828836,4766.953163863503
4529.605502923021,-9.223372036854776e+18,4529.605502822583,5016.7928070594335
4766.953163959215,-9.223372036854776e+18,4766.953163863503,5279.78190515544
5016.792807150329,-9.223372036854776e+18,5016.7928070594335,5556.612534725303
5279.781905241404,-9.223372036854776e+18,5279.78190515544,5848.013197425586
5556.6125348062105,-9.223372036854776e+18,5556.612534725303,6154.750737105351
5848.013197501323,-9.223372036854776e+18,5848.013197425586,6477.632357816208
6154.750737175766,-9.223372036854776e+18,6154.750737105351,6817.507748033539
6477.632357881106,-9.223372036854776e+18,6477.632357816208,7175.271316678763
6817.507748092688,-9.223372036854776e+18,6817.507748033539,7551.864546827067
7175.271316731912,-9.223372036854776e+18,7175.271316678763,7948.278473294418
7551.864546873892,-9.223372036854776e+18,7551.864546827067,8365.55629062391
7948.278473334495,-9.223372036854776e+18,7948.278473294418,8804.796098334504
8365.556290656632,-9.223372036854776e+18,8365.55629062391,9267.153790656632
8804.796098359004,-9.223372036854776e+18,8804.796098334504,9753.846098359005
9267.153790656632,-9.223372036854776e+18,9267.153790656632,10266.153790671322
9753.846098334503,-9.223372036854776e+18,9753.846098359005,-9.223372036854776e+18
-9.223372036854775e+18,3011.764408293495,-9.223372036854776e+18,3011.7644084293215
-9.223372036854775e+18,3169.2256959815913,2862.1761851242927,3169.2256961131757
-9.223372036854775e+18,3334.9744198580574,3011.7644084293215,3334.9744199853553
-9.223372036854774e+18,3509.446760775003,3169.2256961131757,3509.4467608979617
-9.223372036854774e+18,3693.1018564714896,3334.9744199853553,3693.1018565900667
-9.223372036854774e+18,3886.4230098307344,3509.4467608979617,3886.423009944881
-9.223372036854774e+18,4089.9189607298267,3693.1018565900667,4089.9189608394754
-9.223372036854774e+18,4304.125224828836,3886.423009944881,4304.12522493391
-9.223372036854773e+18,4529.605502822583,4089.9189608394754,4529.605502923021
-9.223372036854773e+18,4766.953163863503,4304.12522493391,4766.953163959215
-9.223372036854773e+18,5016.7928070594335,4529.605502923021,5016.792807150329
-9.223372036854773e+18,5279.78190515544,4766.953163959215,5279.781905241404
-9.223372036854773e+18,5556.612534725303,5016.792807150329,5556.6125348062105
-9.223372036854772e+18,5848.013197425586,5279.781905241404,5848.013197501323
-9.223372036854772e+18,6154.750737105351,5556.6125348062105,6154.750737175766
-9.223372036854772e+18,6477.632357816208,5848.013197501323,6477.632357881106
-9.223372036854771e+18,6817.507748033539,6154.750737175766,6817.507748092688
-9.223372036854771e+18,7175.271316678763,6477.632357881106,7175.271316731912
-9.223372036854771e+18,7551.864546827067,6817.507748092688,7551.864546873892
-9.22337203685477e+18,7948.278473294418,7175.271316731912,7948.278473334495
-9.22337203685477e+18,8365.55629062391,7551.864546873892,8365.556290656632
-9.22337203685477e+18,8804.796098334504,7948.278473334495,8804.796098359004
-9.223372036854769e+18,9267.153790656632,8365.556290656632,9267.153790671322
8804.796098359004,9753.846098359005,8804.796098359004,9753.846098349193
9267.153790648441,10266.153790656632,9267.153790671322,-9.223372036854776e+18
-9.223372036854775e+18,2862.1761851242927,-9.223372036854776e+18,-9.223372036854775e+18
-9.223372036854775e+18,3011.7644084293215,-9.223372036854775e+18,-9.223372036854775e+18
-9.223372036854775e+18,3169.2256961131757,-9.223372036854775e+18,-9.223372036854774e+18
-9.223372036854775e+18,3334.9744199853553,-9.223372036854775e+18,-9.223372036854774e+18
-9.223372036854775e+18,3509.4467608979617,-9.223372036854774e+18,-9.223372036854774e+18
-9.223372036854775e+18,3693.1018565900667,-9.223372036854774e+18,-9.223372036854774e+18
